"id","description","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","review_scores_rating","cancellation_policy","reviews_per_month","price"
"1672977","New and Modern! this Gorgeous, Spacious, inviting and Cozy Two Bedroom Duplex apartment is located in Prime midtown west with an Amazing ROOF with Breathtaking views of the City!  This is the Perfect location for anyone coming to the city for Work or Pleasure! Museums, Great Cafe's, Delis, Restaurants, Gyms, Bars and Pubs, Live Music and Lovely Hudson highway boardwalk.  Come and get your taste of a real New Yorkers life:) Subway Station Lines are conveniently situated all around. Steps from central park, 9th avenue wide variety of restaurants and cuisines, Rockefeller center, times square, Broadway Theaters, 5th avenue prime shopping, Time Warner Mall and cultured packed Lincoln center! This Apartment is Completely NEW! Designed and furnished with great emphasis on comfort, luxury and detail, Bright and full of light this homey apt is warm and sophisticated sure to make anyone feel at home. The kitchen is fully equipped with brand NEW appliances, even a Washer and Dryer! A/C. Modern a","2119276","2012-04-11","within a few hours","98%","","f","39.0","{email, phone, facebook, reviews, kba}","t","Hell's Kitchen","Apartment","Entire home/apt","6","1.0","2.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer}","4","30","8.0","88.0","strict","0.3","$300.00"
"1827723","2 bdr duplex apt w/ balcony views of the Empire State Building and a private roof deck.  Centrally located in heart of Manhattan (Gramercy Park)  and easy to get around the city and to Brooklyn; close to the best restaurants, bars, music This is truly unique and larger space for a Manhattan apartment with amazing outdoor space from the balcony off the bedroom with great views to the private roof deck. More about the apartment: - Two bedroom apartment - one bedroom has a queen size bed and the other has a full size bed - All linens, blankets, pillows, towels provided - Full kitchen with appliances, pots/pans, spices, etc. - Living Room with plenty of room for relaxing and dining, as well as the roof deck in the warm weather - Large windows providing great natural light - Hardwood floors throughout the apartment - Bathroom with full size tub - Free WI-FI and use of Apple TV to access content providers such Netflix, HBO Go, etc. If you are looking for cozy NYC apartment but with ample spa","9563216","2013-10-21","within a day","90%","","f","2.0","{email, phone, reviews, kba}","t","Gramercy","Apartment","Entire home/apt","6","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly}","4","2","30.0","97.0","strict","0.71","$400.00"
"18072810","Light and Luxurious 2 (queen) beds apartment, walking distance from Times Square in an Elevator, 24 hours Doorman building with great amenities, close to shops, restaurants, 7, A,C,E subway lines. Walking distance from the most amazing Rooftop bars in the City. 10 minutes walking from Penn Station and Port Authority with Phenomenal Rooftop Views in the building. Best spot for visiting NYC for the first time. You can't go wrong! The apartment has really high ceilings and a very cute little balcony where you can see a peak of the Hudson river and Times Square. Kitchen is fully functional with anything you might need for a gourmet dinner night. The second bedroom is a converted second bedroom and opens up to the living room with privacy curtains on a canopy bed. It is unique, cute and romantic with a high quality extremely comfortable memory foam mattress. Gym access could be arranged, as well as the other amenities in the building (roof terrace, laundry room, game room, lounge, etc). I","124313309","2017-04-04","within an hour","90%","","f","1.0","{email, phone, google, reviews, jumio, offline_government_id, government_id}","t","Hell's Kitchen","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Gym,Breakfast,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Hot water kettle}","3","3","13.0","100.0","strict","2.45","$319.00"
"13971697","Room with a large window and seating/laptop table. Newly renovated historical building, high ceilings and large kitchenette area. The apartment is on the ground floor (good for luggage). Great access: -With subway: 5 minutes to central park, 20 minutes to Times Square, 15 min to Natural History museum. -Walking: 15 min to City College, 30 min to Columbia University. Enjoy great restaurants, jazz bars and nightlife in up-and-coming west harlem. A comfortable room for 2 in a shared apartment, a big closet and laptop table, with heating and AC unit. Apart from this room we rent 2 other rooms in the house, and we live in the room at the end of the hall. Guests have access to their bedroom, living room, kitchen and bathroom. Ours is a shared space with the common areas shared with your host and other guests. We are a very friendly couple and love to meet people from all over the world.  We usually come home in the evening and are happy to interact with guests, provide useful tips or even ha","2649754","2012-06-15","within a few hours","100%","","t","3.0","{email, phone, facebook, reviews, kba}","t","Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","85.0","94.0","strict","5.82","$75.00"
"13375898","My place is close to Broadway Station 15 Minutes to Manhattan. You’ll love my place because of the location, and the coziness. Rent 250 sq feet, high ceiling  private room in 1 Bedroom Apartment with a lot of  closet space. It is good for couples, solo adventurers, business travelers. Very close to restaurants, cafes and Manhattan. Very safe, quit residential neighborhood. 250 Sq feet  room with high ceiling, very sunny and spacious. Own private closed, air condition. Work space table and chair with 5 drawers cabinet. Full size comfortable bed. Any space is on the promises free. You can cook in the kitchen. I am able to help you throughout out with your stay. Direction etc. Name it. very close to Broadway train Station, just 2 blocks. N or Q train runs very often 24 hour a day.","75981937","2016-06-05","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Astoria","Apartment","Private room","4","1.0","1.0","2.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace}","1","1","6.0","87.0","strict","0.38","$50.00"
"13606677","You’ll love my place because of the location, the high ceilings, and the ambiance. My place is good for couples, solo adventurers, business travelers, and families (with kids). A must to visit in New York. Close to everything! Right in the heart of Woodside-Queens you will be 3 minutes walk to 7 express train and Long Island Rail Road trains (no stop to Penn Station Manhattan) and get in to Manhattan in 10 minutes. The apartment is equipped with full kitchen, dining/living room, bathroom and bedroom. The unit has WIFI, 40 inch Flat Screen TV and fully loaded with all the things you might need. In preparation for your stay, the apartment will be cleaned and stocked with fresh towels and linens. The apartment receives plenty of sunlight. It is completely private apartment and 4 guests max. for this apartment. Ideally suited for group visiting New York for business, holiday, entertainment and sightseeing, who'd like to enjoy the best the city has to offer. Optionally, a 3rd and 4th guest ","78733280","2016-06-19","within a few hours","100%","","f","1.0","{email, phone, reviews}","f","Woodside","Apartment","Entire home/apt","4","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance}","2","1","28.0","94.0","strict","2.29","$135.00"
"9682617","Chic, modern, zen apartment in elevator and doorman building. Close to every subway line. Sofa, TV, dining table, everything you need located in the BEST location -  1 block to the 6 train and 2 blocks to NRQFJBD. You'll have access to everything in the apartment except one closet. I'll be on text for any questions you have during your stay. Murray Hill is centrally located to both up and downtown, west and east. You are right in the center of the city. Right on the 6 train (at 33rd street), 6 blocks to Grand Central. 2-3 blocks to every major subway line (34th street and Penn Station).","50015739","2015-11-27","","","","t","1.0","{email, phone, facebook, reviews, kba, work_email}","t","Murray Hill","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Pets live on this property,Dog(s),Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","13.0","98.0","moderate","0.59","$300.00"
"6973744","Large sunny room in a 3br, Williamsburg Loft. Amazing location one block from the Marcy stop on the JMZ train. One stop into Manhattan (lower east side). 12min walk to Bedford L, super close to stores, restaurants, bars, great coffee, rooftop views! Unique loft space, large rooftop for views of the city, double bed, large common area, piano in the room (feel free to play). This is a shared space with two other people also living in the apartment. Shared kitchen, living room and bathroom with two other females, 33 and 39. I will either be in the apartment or available by text, phone, and email at all times. Close to the Williamsburg Bridge and East river for walks, parks and local events.  Many music venues, stores and restaurants.  Ask me for suggestions! One block from the Marcy stop on the JMZ train.  One stop into Manhattan over the bridge, 12min walk to the L or G train.","36566681","2015-06-23","","","","f","2.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","21.0","89.0","strict","0.77","$80.00"
"13542521","My place is a great location in popular Hells Kitchen. Many great gay bars, Central Park and Time Warner Center are all close by. My place is good for solo adventurers.","77915011","2016-06-15","","","","f","1.0","{email, phone, reviews}","f","Hell's Kitchen","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","1.0","80.0","flexible","0.06","$100.00"
"7573103","Our lovely apartment is located in South Park Slope, just two blocks from. Prospect Park. With two full beds, two living areas with couches, a full kitchen, and bay windows overlooking 7th avenue, we think you'll have a great experience here. Entire apartment. We will not be home during your stay. We have a friend who will let you in the space. Right above the fantastic Mexican restaurant Fonda, and near local favorites Hugo and Sons, Talde, and Thistle Hill Tavern - dining options are plentiful! Three blocks to the local movie theater. Many bars and restaurants down 7th avenue and 5th avenue. Of course the beautiful Prospect Park is just blocks away. 7th Avenue F/G stop, Prospect R stop, and bus stop across the street for quick access to other neighborhoods in BK and Manhattan.","4565614","2013-01-02","","","","f","1.0","{email, phone, facebook, reviews}","f","South Slope","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Essentials}","4","1","3.0","80.0","strict","0.12","$135.00"
"18043160","Private room for one or two guests, family friendly, in a sunny 2 bedroom apartment in charming Brooklyn neighbourhood This is a sunny and spacious apartment in the great historic Bay Ridge neighborhood in Brooklyn. The private room has a queen size bed, black-out curtains and closet space. It is very quiet, facing a courtyard.  The bathroom, living room and kitchen are shared. I offer coffee/tea and a mini breakfast (cereal, bread & jam). I will be very happy to assist you in case you need information about the city. We can also share a drink or have a meal together or everybody just respectfully goes about their own business. The subway is only a couple of blocks, about 7 minutes walk, away and can easily take you to Manhattan within 30 minutes. There is also an express bus which can get you to Manhattan in 15 minutes depending on the time of the day! Within one block radius there is a great supermarket, a bank, laundromat, dry cleaner, a butcher shop, a Polish deli, cafes, eclectic ","676201","2011-06-07","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","t","Bay Ridge","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Bathtub,High chair,Children’s books and toys,Window guards,Room-darkening shades,Children’s dinnerware}","1","2","6.0","100.0","moderate","1.05","$50.00"
"19206550","Hi everyone - a huge sunny bedroom with private bathroom, queen bed, couch in a new building with elevator. Apt has roof and balcony access with amazing view of Manhattan. The building is conveniently located one block from train - 20 MIN to MANHATTAN - and Q60 bus stop to Manhattan is located right in front of the building. Safe neighborhood with a lot of cool restaurants and bars. 24 hours open grocery and pharmacy are 5 min away from building.  Location - Location - Location","128156060","2017-04-29","within a few hours","100%","","f","1.0","{email, phone, reviews}","f","Sunnyside","Apartment","Private room","3","1.0","1.0","2.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Laptop friendly workspace}","1","2","1.0","100.0","flexible","1.0","$70.00"
"20417878","My apartment is located in Crown Heights. It's a 10 mins walk away from the 3/4 trains. The room itself is clean, spacious, & located on 3rd floor walk-up building. It provides fresh clean towels upon arrival, a refrigerator, microwave, WiFi and a keurig. Currently, the room contains only a twin-sized memory foam mattress (w/sheets) and one memory foam pillow. Unfortunately there is no access to other common area i.e. living room, kitchen, etc. Guest solely have access to room and bathroom. The room itself is clean, spacious, and peaceful. It’s located on third floor walk-up building. It provides fresh clean towels upon arrival, a personal refrigerator, microwave and keurig. Currently, the room contains only a twin-sized memory foam mattress and one memory foam pillow. All guest have access to a shared bathroom. Unfortunately there is no access to other common area i.e. living room, kitchen, etc. Guest solely have access to room and bathroom. I will be available Crown Height is in cent","102347748","2016-11-03","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, government_id}","t","Crown Heights","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance}","1","1","10.0","100.0","moderate","7.32","$38.00"
"16376198","Private Bedroom and bathroom in the West Harlem/ Hamilton Heights area of Manhattan. Located close to the 1 train as well as the A/C/D lines. West Harlem has a cozy, neighborhood vibe although Midtown (Times Square) is just a 20 minute train ride away. Queen sized bed comfortably sleeps two and the master bedroom means you have access to your own private bathroom! Kitchen, living room, bathroom","32766662","2015-05-06","within a day","100%","","f","1.0","{email, phone, manual_online, facebook, reviews, manual_offline, kba}","t","Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Pets live on this property,Heating,Family/kid friendly,Essentials}","1","1","9.0","96.0","strict","0.92","$79.00"
"8592740","We are located in Boerum Hill, Brooklyn, near the Barclay Center, BAM, and the Atlantic Ave/Barclay Center subway stop, which services most lines and also the Long Island Railroad. Convenient rail transportation to airport, one stop into Manhattan. The apartment is newly renovated with a brand new bathroom and everything is in great shape. We live upstairs and will be on hand to greet you and answer any questions. The location is fantastic: three blocks from the Atlantic Terminal/Barclay Center subway stop which connects to  9 subway lines (4,5,2,3,R,N,B,D,Q), two of which are one stop into Manhattan. This is also the Brooklyn stop for the LIRR which is the fastest and cheapest way to get to and from JFK airport if you don't take a cab--we can give you the details of how to do this if you choose. We are walking distance to BAM (Brooklyn Academy of Music arts center), Park Slope, Fort Greene, Brooklyn Heights, Cobble Hill and all of the great cafes and restaurants that are available in ","19500594","2014-08-05","within a few hours","100%","","t","1.0","{email, phone, reviews, kba}","t","Gowanus","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Hangers,Hair dryer,Laptop friendly workspace,Bathtub,Room-darkening shades}","2","2","35.0","98.0","strict","1.46","$165.00"
"2101884","Our lovely one-bedroom apartment has high ceilings, a bay window, and it's in the heart of Park Slope. It's near the Q, B, 2 and 3 trains. Tree-lined streets and brownstones abound with cafes, bars, restaurants & Prospect Park all in close proximity! We've been truly lucky to land such a lovely apartment in one of the most beautiful locations in Brooklyn.  Our place has a lot of room (the pics could never do it justice), a lot of charm (it feels cozy even though it's so big) and it's right next to Prospect Park.   Guests have access to the following: anything in the fridge, a projector in the bedroom to stream movies or tv shows from your laptop, clean linens and towels, and our star projector (that's right...we have a star projector and it projects stars all over the ceiling). We'll be away, but we'll be in touch as much as you need us to be via cell phone or email. Park Slope is just about the most pleasant place you could imagine.  Our apartment is situated in one of the most truly ","7096230","2013-06-24","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Park Slope","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Smoke detector,Essentials,Shampoo,translation missing: en.hosting_amenity_50}","1","2","23.0","96.0","moderate","0.55","$170.00"
"4874958","MASSIVE 1725 sq ft. 2BR. Live in a huge artist studio on the corner of Bowery and Canal. Open space, great light, beautiful wood floors, several ceiling fans. Windows in both the front + back. Gorgeous views of downtown. Close to trains. It doesn't get much better than this!!!  A MASSIVE (1,725 sq/ft) loft on the corner of Bowery and Canal. Open space, great light, beautiful wood floors, several ceiling fans. Windows in both the front and back of the loft. The bathroom has a very deep tub with two sinks and even has windows in it. The kitchen is wide open, has plenty of cabinets both above the stove/sink and along the back wall as well as a dishwasher and a powerful air conditioner that cools down the whole loft. There is also a washer dryer unit in a closet opposite the kitchen!!! The front of the loft has gorgeous views of downtown and is close walking distance to many subway lines, including the B, D, F, N, R, Q, J, and Z trains. The bus also stops directly in front of the apartment","25067808","2014-12-21","within a day","50%","","f","1.0","{email, phone, reviews, kba}","t","Chinatown","Loft","Entire home/apt","2","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials}","2","3","4.0","40.0","strict","0.14","$390.00"
"18877051","My stylish, spotless and quiet Williamsburg studio apartment has its own private entrance and is on the ground floor, with no stairs to climb.  It is in an absolutely prime location, just minutes away from both JMZ and L trains, connecting you to Manhattan in just 1 stop. Countless renound restaurants, bars and boutiques are just steps from the apartment! My adorable apartment is newly renovated and replete with brand new appliances and finishings. The bathroom is modern, minimal and clean!  You have your very own entrance so no need to use main entrance to building.  Loads of interesting and fun things to look at in my cute apartment! I have a plush full size bed, and a sofa with additional linens for separate sleeping arrangements. Guests have access to the entire apartment! I am always close by, so if you need me, I am just a call away! From the waterfront views of the New York City skyline to the buzzing restaurant scene and enduring indie-rock vibe, Williamsburg is undeniably cool","115722395","2017-02-09","within a day","100%","","f","1.0","{email, phone, facebook, reviews}","f","Williamsburg","Apartment","Entire home/apt","2","1.0","0.0","2.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Breakfast,Pets live on this property,Heating,Smoke detector,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Bed linens,Extra pillows and blankets}","1","2","5.0","100.0","strict","2.31","$140.00"
"850324","Brand New Just Remodeled Private room in Park Slope.     Conveniently situated on 6th ave, between 16st and Prospect Ave. We offer a sunny bedroom on the top floor (3rd fl) of our Apartment House.  This is a light filled room that's cozy and quiet. Guests have their own entrance to the house and private entrance to their bedroom on the third floor level, separated from the family space. Large Bathroom is also on the 3rd floor,  shared with one other person.   Down the street, you land in the heart of the Park Slope on 7th avenue where you will find everything : cafes, shops and restaurants. The Apartment: - 3rd floor Room  - own bedroom, Queen size bed (could sleep two)  - Wi Fi  - AC in bedroom  - Heater in Room  - TV in Room  - Office Desk MORE: - Subway/Bus nearby  - Towels Transportation: R and F trains 20 min to Manhattan.   About Park Slope: - Steps to Prospect Park and Botanical Garden  - Safe area, voted #1 Neighborhood in NY by New York Magazine  - Great Restaurants and Shops ","3543011","2012-09-11","within a day","83%","","f","2.0","{email, phone, facebook, reviews, kba}","t","Sunset Park","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","55.0","96.0","flexible","1.03","$75.00"
"16402623","My place is close to Essex Street Market, Tenement Museum, Barrio Chino, Dudley's, Schiller's and tons of other hip eateries and bars. You’ll love my place because of the location, the coziness, and the beautiful contemporary art galleries and restaurants that line the street. The F,M, J, Z Metro is on the corner!! Save money on cabs and get around like a local. My place is good for couples and solo adventurers.","3125516","2012-08-01","","","","f","1.0","{email, phone, facebook, reviews}","f","Lower East Side","Apartment","Entire home/apt","1","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","4","2.0","100.0","flexible","0.22","$95.00"
"15055367","Come stay in a unique, two bedroom space with brick walls and modern furnishings. Enjoy the location's proximity to some of Manhattan's best restaurants, such as The Spotted Pig, Magnolia Bakery, Extra Virgin, and The Meatball Shop. This apartment is great for couples, solo adventurers, business travelers, and families with kids! This two bedroom, one bath fits Mom, Dad, and up to three adults in the second bedroom. Whether you are looking to come with kids or with a group of friends, this is the perfect place for you to find comfort in after a long, fun-filled day of NYC exploration. The apartment is all yours- including the outdoor terrace! F, M, L trains on 14th Street and 6th Avenue  4,5,6,N,Q,R,L trains  14th street Union Square Uber: Use Code y9u4t for a free ride anywhere after the airport.  GETT app: cheaper uber alternative: $10 anywhere in manhattan below 110th street ; use code GTMUZEN for $10 off your first ride Lyft: use code ARJETA459798 for $10 off your first ride. While","95165587","2016-09-14","within an hour","100%","","t","1.0","{email, phone, reviews}","f","Greenwich Village","Apartment","Entire home/apt","5","1.0","2.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman}","3","3","43.0","95.0","strict","3.51","$492.00"
"12987983","The Apartment is in a brownstone building, Tall ceilings, nice finishings spacious kitchen and living space. 5 Minute walk to the L train, 2 min to the M train, and 10 Minute walk from all the bars and restaurants in the heart of Bushwick! All I can say is that IT IS WONDERFUL !! we moved here in January and still aren’t getting used to how silent, fresh and spacious it feels… I grew up in Tuscany where even the smallest house feels like a castle compared to NYC shoebox apartments.. finally i feel more at home here! The apartment is on the first floor of an original brownstone, the ceilings are tall and have a beautiful tin layer. The kitchen is equipped for some serious cooking sessions, living room is full of light and nice for hanging out or working. While i like having friends over for dinner or the occasional hang out, I’m not crazy about having parties at the  house..  I like the house to be the peaceful retreat from the craziness of the city and our busy lives! I also like getti","4386682","2012-12-12","","","","f","3.0","{email, phone, google, reviews, jumio, government_id}","t","Ridgewood","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace}","1","3","2.0","100.0","strict","0.39","$40.00"
"13122161","Just as fabulous as any resort I have been to, I love coming home. Please come enjoy my 3 bedroom, 3 full bath, sunny garden level lower duplex suite which offers just that plus an in ground saltwater pool and a patio for your enjoyment. 3 bedroom, 3 full bath, sunny garden duplex suite offers 2 floors of exclusive privacy and 3 completely separate bedrooms, one which provides a king size bed, one with a queen size bed, one with a full size bed and a pull out queen size sofa bed with memory foam in the living room, as well as, one in the game room. All bedrooms have a 40 inch smart TV, as well as, the living room AND game room each have a 40 inch smart TV with cable.   There is a large open concept kitchen which flows into the dining room with a table that seats 6 and overlooks the spacious, super comfortable living room.  Step out onto your furnished patio, to barbecue, or enjoy your morning coffee or a glass of wine in the evening or just lay back and relax! Your suite is complete wi","60389633","2016-02-25","within an hour","90%","","t","1.0","{email, phone, google, reviews, kba}","t","Windsor Terrace","Apartment","Entire home/apt","10","3.0","3.0","5.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony}","8","3","27.0","98.0","strict","1.71","$500.00"
"16221430","Studio apartment with great views of midtown Key to get in and out.","21862071","2014-09-28","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","Hell's Kitchen","Apartment","Entire home/apt","3","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman,Bathtub}","1","7","4.0","100.0","moderate","0.69","$99.00"
"10945632","Comfortable 3 bedrooms, cozy living room! It comfortably fits 5, located on a quiet & safe street. Free parkings, free Wifi & not far from the mall. 15 min frm JFK & LGA. 10 min to Jamaica subway lines to Manhattan, also has a separate entrance. I live upstairs of the building while the renting apartment is downstairs. Total privacy for yourself. Separate entrance and feels like home. This is a finished basement apartment. Small decent bathroom and must be able to climb 5 stairs down. Stove, coffee maker, refrigerator, microwave, iron, towels, cooking pot, utensils, silverware, WiFi,  and basic house needs. ( Pls note: I do not provide wash cloths) Big backyard for relaxation. Really depends on you,  I do show guests around the apartment upon your arrival and answer any general questions. I will also text guests to make sure everything is okay. I will appreciate guests telling me if there is any area of improvement during their visit, rather leaving unhappy. Safe and very quiet neighbo","56758927","2016-01-30","within an hour","100%","","f","2.0","{email, phone, reviews, jumio}","t","Queens Village","House","Entire home/apt","5","1.0","3.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance}","2","1","138.0","93.0","strict","6.91","$97.00"
"20119983","Double room bedroom with king bed, it was just renovated with new air conditioner, ready to welcome our guests.  Ideally suited for honeymooners, step up you groom and carry your bride across the threshold, whether young or old. She will love you for it. And if by chance you are a couple or single guest, be he an author or writer/composer, artist or any other creative soul needing time away in a quiet place feel free to book. Note this listing is just for 2 people only & not for the entire house The room is located up one flight of stairs. Access to the upstairs rooms are available through the front entrance. Our front entrance has a key-less entry. No need to worry about losing a key! The upstairs apartment features a shared bathroom. Your upstairs room is comfortable, cozy and clean. Your room includes an upholstered king bed with linens, one closet and 2 armchairs. • SHARED KITCHEN Kitchen area has microwave, cook-top, refrigerator, cups, plates, cutlery. COMPLIMENTARY: coffee, blac","133728335","2017-06-06","within an hour","100%","","f","3.0","{email, phone, reviews}","f","Richmond Hill","House","Private room","2","1.0","1.0","1.0","Real Bed","{}","2","4","4.0","95.0","strict","2.67","$43.00"
