"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"9383071","https://a0.muscache.com/im/pictures/384b5a3a-e2d3-4f77-9774-5883b512386b.jpg?aki_policy=large","48677964","2015-11-10","within a day","100%","N/A","f","https://a0.muscache.com/im/pictures/4017a638-3c14-4755-a7b4-9c7f299fed7c.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.6932878705353","-73.95069259429313","Apartment","Private room","1","2.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Laptop friendly workspace}","1","1","3","2015-11-15","2016-09-08","100","10","10","10","10","10","10","strict","0.13","$40.00"
"5180442","https://a0.muscache.com/im/pictures/6a8378a7-e752-4bb2-98b1-30d7f93e7b6a.jpg?aki_policy=large","26793699","2015-01-27","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/26793699/profile_pic/1438654772/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.684422312757434","-73.94897116836177","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Smoke detector,Essentials,Lock on bedroom door,Hair dryer}","1","1","1","2017-08-22","2017-08-22","100","10","10","10","10","10","10","flexible","0.71","$60.00"
"19074152","https://a0.muscache.com/im/pictures/92cfe560-579a-4451-9b76-4bd1545e94a0.jpg?aki_policy=large","133047313","2017-06-02","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/c3c6df5f-21b6-4aaa-85be-1851140c65f8.jpg?aki_policy=profile_x_medium","5","{email, phone, reviews}","f","40.6804588559129","-73.91887560604559","Guesthouse","Private room","2","1.0","1","2","Real Bed","{Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,translation missing: en.hosting_amenity_50,Bathtub,Room-darkening shades,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Well-lit path to entrance}","1","1","1","2017-06-11","2017-06-11","80","8","10","10","10","10","10","moderate","0.26","$75.00"
"6491257","https://a0.muscache.com/im/pictures/81585956/e942922f_original.jpg?aki_policy=large","18049970","2014-07-13","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/475ef008-71ac-429c-bab3-4b404333cec4.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews}","f","40.68275889405166","-73.92527624279681","Apartment","Private room","3","1.0","1","2","Real Bed","{Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo}","2","3","1","2015-10-12","2015-10-12","80","8","10","10","8","6","6","flexible","0.04","$89.00"
"16321714","https://a0.muscache.com/im/pictures/955d27af-515a-465a-ba35-fb1a981a07a4.jpg?aki_policy=large","872785","2011-07-26","within a few hours","80%","N/A","f","https://a0.muscache.com/im/users/872785/profile_pic/1333733392/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.68419954032842","-73.95277606596702","Apartment","Private room","2","1.0","1","2","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49}","2","1","6","2017-01-01","2017-09-23","97","9","10","10","10","9","9","strict","0.65","$125.00"
"19860903","https://a0.muscache.com/im/pictures/44a92298-ae80-4e96-ab44-4061468a888f.jpg?aki_policy=large","12577986","2014-02-25","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/12577986/profile_pic/1428263134/original.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio}","t","40.68614288243574","-73.93593891050568","Apartment","Entire home/apt","6","1.0","2","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance,Outlet covers,Bathtub,Children’s books and toys,Babysitter recommendations,Pack ’n Play/travel crib,Children’s dinnerware}","3","2","11","2017-07-19","2017-09-11","98","10","10","10","10","9","10","strict","4.34","$124.00"
"16846462","https://a0.muscache.com/im/pictures/a57746e2-dada-41b0-a564-21ca8486ec42.jpg?aki_policy=large","28297517","2015-02-24","within an hour","77%","N/A","f","https://a0.muscache.com/im/pictures/9fcc1c9b-360f-4694-9b14-5981bf74f6af.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews, kba}","t","40.68840764753685","-73.95081523867034","Apartment","Entire home/apt","6","1.0","3","5","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron}","5","2","13","2017-03-14","2017-09-17","92","9","9","9","10","9","9","flexible","1.92","$180.00"
"15535864","https://a0.muscache.com/im/pictures/e8108d62-4400-4e42-81df-64dfd40a0f22.jpg?aki_policy=large","59909443","2016-02-22","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/5097f5cf-aaee-4151-a5a2-3de247492b58.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.6776393094953","-73.9224103057804","Townhouse","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Microwave,Refrigerator}","1","3","3","2016-10-24","2017-06-11","100","10","9","10","10","9","10","moderate","0.26","$75.00"
"18288391","https://a0.muscache.com/im/pictures/bde75444-94f6-4182-9d00-b3c8ce0fe82e.jpg?aki_policy=large","68579384","2016-04-23","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/e9efd24e-d9e5-4dc7-8f79-3aad98f201af.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, reviews}","f","40.684347144978894","-73.92740365254762","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water}","1","3","4","2017-06-14","2017-09-04","93","10","9","9","10","9","9","moderate","1.08","$42.00"
"11865950","https://a0.muscache.com/im/pictures/a8e43e2a-575a-4c16-9589-b6a376586c6f.jpg?aki_policy=large","47435746","2015-10-26","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/9b555c9c-9b2b-47dd-aa3a-e3d7fe4e0a01.jpg?aki_policy=profile_x_medium","3","{email, phone, facebook, reviews}","f","40.695606589542905","-73.94874255905553","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace}","1","1","26","2016-07-12","2017-09-16","85","9","8","9","9","9","9","flexible","1.74","$60.00"
"10293298","https://a0.muscache.com/im/pictures/1c1cdeac-a943-4c4a-90e3-dbc95120b6df.jpg?aki_policy=large","52954055","2016-01-01","a few days or more","29%","N/A","f","https://a0.muscache.com/im/pictures/491286ca-4382-4028-80c1-1beda6a8f5bc.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.68573652444372","-73.93021958167893","Apartment","Entire home/apt","2","2.0","2","1","Real Bed","{Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","10","4","2016-03-27","2017-04-24","90","10","10","9","9","9","9","strict","0.22","$46.00"
"6623330","https://a0.muscache.com/im/pictures/84188858/5ce1efe1_original.jpg?aki_policy=large","458815","2011-03-23","within a day","93%","N/A","f","https://a0.muscache.com/im/pictures/9a1cf495-225f-40f9-8d88-5d448b4b199a.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.689202179361324","-73.9417061038709","Apartment","Private room","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Laptop friendly workspace}","1","2","14","2015-07-01","2017-05-12","93","10","10","10","10","9","9","moderate","0.51","$54.00"
"15274180","https://a0.muscache.com/im/pictures/4d435418-f72b-4f1c-8c06-ba14d9ca553e.jpg?aki_policy=large","16530640","2014-06-08","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/16530640/profile_pic/1435046002/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba, work_email}","t","40.684060182533464","-73.95680582311725","Apartment","Entire home/apt","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Breakfast,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","1","2016-10-20","2016-10-20","100","10","10","10","10","10","10","flexible","0.09","$150.00"
"11604307","https://a0.muscache.com/im/pictures/3749f471-11b7-434e-98a0-04064d3ff28d.jpg?aki_policy=large","14933972","2014-04-30","within a few hours","100%","N/A","t","https://a0.muscache.com/im/pictures/8f11c5b2-7463-4b0c-bef5-c14450c9d652.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, kba}","t","40.680228142864905","-73.93586402539837","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","2","39","2016-03-20","2017-09-17","99","10","10","10","10","9","10","moderate","2.08","$80.00"
"18551196","https://a0.muscache.com/im/pictures/3e70bea4-0599-4bd2-98f8-38f66ee6ed4f.jpg?aki_policy=large","115932140","2017-02-11","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/ffc15d72-f3e5-4a8d-af55-15c055fe1de1.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","40.68795074866204","-73.95278044804027","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Dryer,Smoke detector,Essentials,Lock on bedroom door,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","1","2017-05-21","2017-05-21","100","10","10","10","10","10","10","flexible","0.22","$75.00"
"1433897","https://a0.muscache.com/im/pictures/44458656/284dca6c_original.jpg?aki_policy=large","33816","2009-08-25","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/3eb987ca-19d4-45f0-b71d-7b43bad1be5f.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, kba}","t","40.68714472249386","-73.95775244564277","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Heating,Smoke detector,Essentials,translation missing: en.hosting_amenity_50}","2","5","3","2015-06-08","2016-10-09","87","9","8","9","10","9","10","strict","0.11","$144.00"
"19993084","https://a0.muscache.com/im/pictures/141bed8a-0563-40f3-9b2c-f6b2d81125bd.jpg?aki_policy=large","141844749","2017-07-22","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/284da76e-5abc-4f6f-83ce-e61fe4b4c877.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.68924853926459","-73.9545218067734","Apartment","Private room","4","1.0","1","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance}","2","2","5","2017-08-07","2017-09-23","96","10","9","8","9","10","10","strict","2.63","$60.00"
"10686990","https://a0.muscache.com/im/pictures/be1eee30-b8cf-4170-8fce-8632980caf06.jpg?aki_policy=large","18193944","2014-07-16","within a day","83%","N/A","f","https://a0.muscache.com/im/pictures/5592dc1b-f755-4e3c-8663-8495f3ffa461.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.699276491465774","-73.9462066930939","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Private entrance,Hot water,Bed linens,Extra pillows and blankets}","1","30","16","2016-04-23","2017-07-29","92","9","8","10","10","9","9","strict","0.91","$98.00"
"20044214","https://a0.muscache.com/im/pictures/b4534c39-c7b6-4696-b053-e285bcdf8752.jpg?aki_policy=large","19474504","2014-08-04","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/19474504/profile_pic/1407277323/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.68265870945533","-73.94320884627976","Apartment","Entire home/apt","1","1.0","0","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Breakfast,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers}","1","1","3","2017-08-13","2017-09-08","100","10","10","10","10","10","10","flexible","1.76","$100.00"
"20124293","https://a0.muscache.com/im/pictures/fac725d5-4d74-42e9-8bcb-75296fdd1478.jpg?aki_policy=large","70710624","2016-05-06","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/272ceb4c-777b-4654-957e-7765bb26a1f7.jpg?aki_policy=profile_x_medium","1","{email, phone, linkedin, reviews, jumio, offline_government_id, kba, selfie, government_id, identity_manual}","t","40.690941645978285","-73.92728083757888","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Private living room}","1","2","1","2017-09-04","2017-09-04","100","10","10","6","10","8","10","flexible","1","$61.00"
"8327773","https://a0.muscache.com/im/pictures/5e52c365-fb3d-4d88-8359-49a70479c3cc.jpg?aki_policy=large","6444987","2013-05-17","within an hour","100%","N/A","t","https://a0.muscache.com/im/users/6444987/profile_pic/1368830491/original.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, jumio}","t","40.68121308152553","-73.93037809572083","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Smart lock,Private entrance,Bathtub,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Beach essentials,Luggage dropoff allowed,Wide doorway,Well-lit path to entrance,Step-free access,Wide clearance to bed,Firm mattress,Step-free access,Step-free access,Wide entryway}","4","2","99","2015-09-21","2017-09-16","98","10","10","10","10","9","10","strict","4.00","$155.00"
"14357461","https://a0.muscache.com/im/pictures/5ff20b99-f9be-454a-96f4-d8289ddff059.jpg?aki_policy=large","22177259","2014-10-06","within a day","100%","N/A","f","https://a0.muscache.com/im/users/22177259/profile_pic/1412608475/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, work_email}","f","40.6932904197594","-73.94055041725179","Apartment","Entire home/apt","2","1.0","1","1","Futon","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","7","2016-09-19","2017-03-19","93","10","9","9","9","8","10","flexible","0.55","$75.00"
"7919803","https://a0.muscache.com/im/pictures/103258688/c7f8529c_original.jpg?aki_policy=large","4549552","2013-01-01","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/4549552/profile_pic/1439989001/original.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio}","t","40.69117742837519","-73.95928004476914","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo}","4","2","14","2015-09-07","2016-05-21","96","10","9","10","10","10","9","strict","0.55","$160.00"
"14933388","https://a0.muscache.com/im/pictures/38b5ef2d-0ce5-4a56-99c8-21ffd62aaebb.jpg?aki_policy=large","1315670","2011-10-20","a few days or more","30%","N/A","f","https://a0.muscache.com/im/pictures/244abbd9-2595-4a35-a373-e669ac37681e.jpg?aki_policy=profile_x_medium","1","{email, phone, google, reviews, kba}","t","40.68492397427661","-73.95118658906158","Apartment","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","4","2016-09-20","2017-07-09","100","10","9","10","10","10","10","moderate","0.32","$50.00"
"10163617","https://a0.muscache.com/im/pictures/9fdbc074-3453-4d7f-84e8-bf11672c13f5.jpg?aki_policy=large","4273661","2012-11-28","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/6b332934-e379-4af2-b9b5-dc54c0439035.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, work_email}","t","40.691453089369574","-73.93536141153518","House","Entire home/apt","5","1.5","1","2","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Hangers,Hair dryer}","1","2","1","2016-05-31","2016-05-31","100","10","10","10","10","10","10","moderate","0.06","$150.00"
"2037508","https://a0.muscache.com/im/pictures/27921510/528edeb9_original.jpg?aki_policy=large","10211848","2013-11-23","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/38babf8c-2f8a-408e-9560-cb2a8556fc28.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, work_email}","f","40.683896732231325","-73.94445705742179","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly}","1","4","1","2014-01-03","2014-01-03","100","10","10","10","10","10","10","moderate","0.02","$75.00"
"15194434","https://a0.muscache.com/im/pictures/99cb65ac-5e16-4f8a-bb83-944a47845dfd.jpg?aki_policy=large","81003164","2016-06-30","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/51108f55-4e69-4ab3-85f5-36b5b040bdb2.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, google, linkedin, reviews, kba, work_email}","t","40.67997972198328","-73.9460888708702","Apartment","Private room","4","1.0","1","2","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Heating,Smoke detector,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room}","2","1","25","2016-11-30","2017-09-17","97","10","9","10","10","9","10","strict","2.44","$67.00"
"14620578","https://a0.muscache.com/im/pictures/4de98ee3-18ac-4211-b8c8-6a680a50fe74.jpg?aki_policy=large","90754157","2016-08-19","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/61d3671e-31fa-4df2-a461-ca70744824d6.jpg?aki_policy=profile_x_medium","1","{email, phone, google, linkedin, reviews, kba}","t","40.68619047450699","-73.94177823676796","Apartment","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","5","2","34","2016-09-15","2017-09-03","63","7","6","8","7","7","7","strict","2.66","$129.00"
"202716","https://a0.muscache.com/im/pictures/1978962/245b7944_original.jpg?aki_policy=large","975030","2011-08-15","within a day","88%","N/A","f","https://a0.muscache.com/im/users/975030/profile_pic/1314104554/original.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, kba}","t","40.681934343864455","-73.94084299179991","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Free parking on premises,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","2","3","88","2011-09-18","2017-05-14","91","9","9","10","10","8","9","strict","1.20","$110.00"
"3741728","https://a0.muscache.com/im/pictures/100392686/ccc6f32a_original.jpg?aki_policy=large","19133023","2014-07-29","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/f635d776-8bcf-44a8-82b4-6f964c7e9080.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.686667461936764","-73.93897125001686","Apartment","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron}","4","4","61","2014-08-26","2017-09-22","98","10","10","10","10","9","10","strict","1.61","$114.00"
"18471276","https://a0.muscache.com/im/pictures/1e658dfb-b028-4479-a3fc-467ae41d9833.jpg?aki_policy=large","122294799","2017-03-23","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/3723100d-1772-436c-bcd0-c77190310b59.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.69178473719904","-73.92837761803024","Apartment","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","1","1","4","2017-05-04","2017-06-09","90","9","8","9","9","9","9","flexible","0.79","$47.00"
"1251566","https://a0.muscache.com/im/pictures/39699970/b9c1662b_original.jpg?aki_policy=large","6774871","2013-06-06","within an hour","90%","N/A","f","https://a0.muscache.com/im/users/6774871/profile_pic/1439628090/original.jpg?aki_policy=profile_x_medium","1","{email, phone, manual_online, reviews, manual_offline, kba}","t","40.680649839951855","-73.95154338078576","Apartment","Entire home/apt","8","1.0","2","5","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Hangers,Hair dryer,Iron}","2","3","127","2013-09-15","2017-09-04","88","9","9","9","10","8","9","strict","2.58","$165.00"
"9378184","https://a0.muscache.com/im/pictures/b5dcb3b6-2bbd-4549-9176-78b84ce8f0c3.jpg?aki_policy=large","48656421","2015-11-10","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/c2620f02-7de6-489b-a0d7-ce471174e4a4.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.69665576661807","-73.95844042367293","Townhouse","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","1","3","64","2016-01-01","2017-09-25","98","10","10","10","10","9","10","moderate","3.00","$100.00"
"9509369","https://a0.muscache.com/im/pictures/b69a896d-66f1-46db-87e8-6d420f8ebc4a.jpg?aki_policy=large","24767704","2014-12-12","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/24767704/profile_pic/1418418473/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.684698783804784","-73.93262214974615","Apartment","Entire home/apt","3","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,translation missing: en.hosting_amenity_50}","1","2","4","2015-12-01","2016-06-20","95","10","10","10","10","9","9","moderate","0.18","$79.00"
"13250303","https://a0.muscache.com/im/pictures/2826af0b-718e-4315-81e3-c02a32d46c9f.jpg?aki_policy=large","38322121","2015-07-13","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/681391ff-6136-47f5-bdc3-61307d46433f.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, government_id}","t","40.694835401939315","-73.9585172229357","Apartment","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","2","2016-06-18","2016-06-23","90","9","9","9","8","8","8","flexible","0.13","$70.00"
"19470886","https://a0.muscache.com/im/pictures/d3a17e0d-5f2e-4f04-8dbe-32145d7be16c.jpg?aki_policy=large","8232441","2013-08-18","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/8232441/profile_pic/1376838361/original.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.687761217186136","-73.95379086593707","House","Entire home/apt","5","1.5","3","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,Private entrance}","2","1","5","2017-07-06","2017-09-04","92","10","10","10","10","10","10","moderate","1.69","$150.00"
"2431607","https://a0.muscache.com/im/pictures/36574250/b3c919cb_original.jpg?aki_policy=large","4973668","2013-02-05","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/4973668/profile_pic/1403143158/original.jpg?aki_policy=profile_x_medium","3","{email, phone, facebook, reviews, kba, work_email}","t","40.68642017908624","-73.93440170315284","Apartment","Shared room","2","1.0","1","2","Real Bed","{TV,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Heating,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad}","1","7","42","2014-05-23","2017-08-24","96","10","9","10","10","9","9","strict","1.03","$25.00"
