"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"1778294","367815","2011-01-29","within a few hours","100%","N/A","t","2","{email, phone, reviews, kba}","t","40.68930632567388","-73.95547798431305","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Essentials,24-hour check-in,Hangers,Hair dryer,Self Check-In,Lockbox,Baby monitor,Outlet covers,Bathtub,Baby bath,Children’s books and toys,Window guards,Babysitter recommendations,Crib,Children’s dinnerware}","2","5","12","2016-01-05","2017-09-27","100","9","10","10","10","9","10","moderate","0.57","$120.00"
"7859630","33069475","2015-05-10","within an hour","100%","N/A","f","2","{email, phone, reviews}","f","40.68980082772099","-73.92989478606589","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Iron,Laptop friendly workspace,Self Check-In,Keypad,Lockbox}","1","20","3","2015-08-27","2017-07-30","93","10","9","10","10","9","10","strict","0.12","$40.00"
"20651281","147679854","2017-08-25","within a day","53%","N/A","f","1","{email, phone, reviews}","f","40.69623214747748","-73.93815542744827","Apartment","Private room","3","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Pets allowed,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace,Private living room}","2","1","3","2017-09-08","2017-09-12","80","9","8","9","9","10","8","moderate","3","$45.00"
"20651217","146807013","2017-08-19","within an hour","100%","N/A","f","1","{phone, reviews}","f","40.69095257112079","-73.9258246168936","Apartment","Entire home/apt","5","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,Private entrance}","1","2","3","2017-09-10","2017-09-20","100","10","9","9","9","9","10","moderate","3","$165.00"
"1645667","8732694","2013-09-09","within an hour","100%","N/A","f","2","{email, phone, reviews, kba}","t","40.68655939590398","-73.95348127024411","Apartment","Entire home/apt","7","1.0","2","7","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Dog(s),Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron}","2","3","160","2013-09-17","2017-09-25","93","9","9","10","10","9","9","strict","3.25","$120.00"
"2825322","6885157","2013-06-12","within an hour","100%","N/A","f","12","{email, phone, reviews, kba}","t","40.68191018163771","-73.95136386491036","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","21","2014-08-02","2017-09-03","93","10","9","10","10","9","9","moderate","0.54","$55.00"
"9116734","20318052","2014-08-20","within an hour","100%","N/A","f","2","{email, phone, reviews}","f","40.69587213431103","-73.94530076371021","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Host greets you}","2","2","24","2016-04-30","2017-08-28","94","10","9","10","10","9","10","strict","1.38","$55.00"
"3611620","18198406","2014-07-16","within an hour","100%","N/A","f","1","{email, phone, reviews, jumio}","t","40.69200024333345","-73.9385168554619","Apartment","Private room","1","2.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection}","1","1","13","2015-05-10","2017-07-31","95","9","9","9","9","9","9","moderate","0.44","$45.00"
"14884485","30875197","2015-04-08","within a few hours","70%","N/A","f","1","{email, phone, facebook, reviews}","f","40.68044826003034","-73.93637065451995","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,First aid kit,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","2","2","35","2016-09-24","2017-09-26","80","9","7","9","8","8","8","strict","2.81","$45.00"
"16457286","11796099","2014-01-30","N/A","N/A","N/A","f","1","{email, phone, reviews}","f","40.68555944907166","-73.9406495031122","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room}","1","14","2","2017-01-11","2017-02-08","100","10","10","10","10","8","10","flexible","0.23","$38.00"
"9857249","8033291","2013-08-08","N/A","N/A","N/A","f","1","{email, phone, reviews, kba}","t","40.683939400609404","-73.94677636153209","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Laptop friendly workspace}","2","4","6","2016-06-14","2017-06-20","100","10","9","10","10","9","10","strict","0.38","$94.00"
"9634880","18330683","2014-07-18","within an hour","100%","N/A","f","2","{email, phone, facebook, reviews, jumio}","t","40.68608434690129","-73.9301525655658","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","1","3","13","2015-12-14","2017-09-19","92","10","9","10","10","9","10","strict","0.59","$63.00"
"11736796","11505404","2014-01-21","within an hour","100%","N/A","f","1","{email, phone, manual_online, reviews, manual_offline, jumio, offline_government_id, selfie, government_id, identity_manual}","t","40.683581042206825","-73.93573458663272","Apartment","Private room","2","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Shampoo,Hair dryer,translation missing: en.hosting_amenity_50}","1","3","58","2016-03-16","2017-09-13","89","10","10","9","9","9","9","strict","3.07","$59.00"
"15008650","13045406","2014-03-12","within a day","90%","N/A","f","1","{email, phone, reviews, jumio}","t","40.69902533411163","-73.94693545005043","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","32","2016-09-25","2017-09-18","95","10","9","10","10","9","10","flexible","2.57","$60.00"
"20650006","10414799","2013-12-03","within a few hours","100%","N/A","f","4","{email, phone, reviews, jumio}","t","40.6923198097331","-73.93864168621899","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace}","1","3","2","2017-09-10","2017-09-22","100","10","10","10","10","7","10","moderate","2","$65.00"
"15927695","23832321","2014-11-16","within a few hours","100%","N/A","f","1","{email, phone, facebook, reviews, jumio, offline_government_id, kba, government_id, work_email}","t","40.695332803572015","-73.95439329312934","Loft","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49}","1","2","12","2017-01-04","2017-08-23","97","10","10","10","10","9","9","strict","1.32","$150.00"
"11786629","62656432","2016-03-12","within an hour","100%","N/A","f","2","{email, phone, reviews, kba}","t","40.6865086718595","-73.91977312280856","Apartment","Entire home/apt","14","2.0","3","11","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","6","1","47","2016-05-04","2017-09-16","91","9","8","9","9","8","9","strict","2.73","$215.00"
"20650276","54682312","2016-01-14","within an hour","100%","N/A","f","3","{email, phone, facebook, reviews}","f","40.68831191698765","-73.92548853161735","Apartment","Entire home/apt","6","1.0","2","3","Real Bed","{Wireless Internet,Air conditioning,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,Self Check-In,Lockbox,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove}","4","2","4","2017-09-02","2017-09-24","95","10","10","10","10","10","10","flexible","4","$185.00"
"202273","918087","2011-08-03","within a day","100%","N/A","f","3","{email, phone, reviews, jumio, offline_government_id, kba, selfie, government_id, identity_manual}","t","40.6881186037048","-73.94934161708062","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron}","2","4","72","2011-10-01","2016-12-26","88","9","9","9","10","8","9","strict","0.98","$67.00"
"7018007","36787661","2015-06-26","N/A","N/A","N/A","f","1","{email, phone, reviews, kba}","t","40.69554160982662","-73.95758762806851","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,translation missing: en.hosting_amenity_50}","1","4","13","2015-06-29","2017-03-28","95","10","9","10","10","9","9","flexible","0.47","$45.00"
"12652964","13996246","2014-04-07","N/A","N/A","N/A","f","1","{phone, reviews}","f","40.68197738355091","-73.95347257497515","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer}","1","60","2","2016-05-16","2016-06-08","100","10","10","6","10","10","10","strict","0.12","$250.00"
"2829713","895669","2011-07-30","within a day","100%","N/A","f","1","{email, phone, facebook, reviews, kba}","t","40.683363296429604","-73.94949034019152","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","16","2014-04-30","2016-05-22","99","10","10","10","10","9","10","moderate","0.38","$115.00"
"6492449","6804278","2013-06-08","N/A","N/A","N/A","f","1","{email, phone, reviews, kba, work_email}","t","40.680841057001714","-73.93075019826063","Townhouse","Entire home/apt","5","2.0","2","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Essentials}","2","4","9","2015-06-09","2015-10-26","90","10","9","10","10","9","9","strict","0.32","$160.00"
