"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"7974112","42046981","2015-08-20","within a few hours","100%","100%","t","2","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.6770861802034","-122.35136707056205","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","1","flexible","$87.00"
"320704","83099","2010-02-19","within an hour","83%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.68066817964939","-122.35812669062354","Apartment","Entire home/apt","2","1.0","1","2","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer}","1","4","strict","$97.00"
"3250577","16441896","2014-06-05","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'jumio']","t","47.67820431655621","-122.36599366995522","House","Private room","2","1.0","1","1","Real Bed","{Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit}","1","1","flexible","$78.00"
"8053049","29542578","2015-03-17","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","47.675163613793956","-122.35432776097737","House","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","6","3","moderate","$150.00"
"7349099","14057208","2014-04-08","within a few hours","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.68036017393898","-122.36420192136931","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","moderate","$95.00"
"5022572","534305","2011-04-25","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","47.6730567896239","-122.35163932882836","House","Entire home/apt","16","4.0","7","10","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Pets Allowed,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card}","6","4","strict","$375.00"
"10191917","32013221","2015-04-26","N/A","N/A","N/A","f","1","['email', 'phone']","f","47.67904141072519","-122.34811639770892","House","Entire home/apt","4","1.5","2","2","Real Bed","{Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","4","strict","$150.00"
"5123904","26066534","2015-01-13","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews', 'kba']","t","47.6704531029363","-122.35994469580572","House","Entire home/apt","4","1.0","3","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","4","2","moderate","$325.00"
"2471731","3979528","2012-10-26","within a few hours","100%","100%","f","5","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.677824487011705","-122.36516034724023","House","Private room","2","3.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Hot Tub,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","5","strict","$60.00"
"7803176","29629669","2015-03-19","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.678551736695496","-122.36582221556456","Condominium","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Hangers}","1","1","flexible","$50.00"
"4318814","22422978","2014-10-12","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.66673365197358","-122.3572902422853","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Essentials,Shampoo}","1","2","flexible","$120.00"
"4187961","10594158","2013-12-12","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.677820545696164","-122.36169846871162","House","Entire home/apt","4","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop Friendly Workspace}","2","1","flexible","$88.00"
"7161897","7402289","2013-07-10","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.67813731233358","-122.34606090816493","House","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron}","1","2","strict","$150.00"
"8611952","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.68129309334925","-122.35321549259741","House","Entire home/apt","6","1.0","2","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","2","strict","$195.00"
"5805907","11346922","2014-01-15","N/A","N/A","N/A","t","2","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.67162630271549","-122.35191274023693","House","Private room","3","2.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$50.00"
"5433597","10722904","2013-12-20","within a few hours","100%","N/A","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.67443807140556","-122.35570153023684","House","Entire home/apt","5","2.5","2","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","0","10","strict","$250.00"
"7968548","42046981","2015-08-20","within a few hours","100%","100%","t","2","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.675871044335686","-122.35304174184806","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher}","1","1","flexible","$87.00"
"4638785","24017652","2014-11-21","within an hour","100%","100%","f","1","['email', 'phone']","f","47.670690874815016","-122.35582038695188","Bed & Breakfast","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Breakfast,Pets live on this property,Dog(s),Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$207.00"
"4104442","10722904","2013-12-20","within a few hours","100%","N/A","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.673913469895986","-122.35541968143168","House","Private room","2","1.5","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","0","1","strict","$70.00"
"3883041","20077020","2014-08-15","N/A","N/A","N/A","f","1","['phone', 'facebook']","f","47.67558743002652","-122.34946910843212","House","Private room","2","1.0","1","1","Real Bed","{Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher}","1","1","flexible","$100.00"
"8441477","42640004","2015-08-26","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","47.67773946181988","-122.35671071678435","House","Entire home/apt","8","2.0","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$175.00"
"6119785","11346922","2014-01-15","N/A","N/A","N/A","t","2","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.67120131901316","-122.34993933187467","House","Entire home/apt","6","1.5","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$165.00"
"103466","6762829","2013-06-05","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67114065614694","-122.3519143699213","House","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer}","1","3","moderate","$120.00"
"8168876","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.67714970040002","-122.36219421053892","House","Entire home/apt","8","2.0","3","5","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","3","strict","$239.00"
"2557712","10955929","2014-01-02","within a day","100%","N/A","t","1","['email', 'phone', 'reviews', 'kba']","t","47.67095718557983","-122.3564303833192","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","4","5","strict","$200.00"
"3238295","8604548","2013-09-03","within a day","100%","100%","t","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.678894074503255","-122.35603337910689","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","2","2","moderate","$135.00"
"4784639","24148567","2014-11-25","within a few hours","100%","100%","t","5","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.672977265282846","-122.35226298647255","Apartment","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$155.00"
"4403171","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.6801788410201","-122.35616939423701","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{}","1","3","strict","$95.00"
"1133329","534305","2011-04-25","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","47.67745585232468","-122.3576312300758","Apartment","Entire home/apt","5","1.0","3","3","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer}","2","2","moderate","$78.00"
"2723368","880937","2011-07-27","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews']","f","47.67100324463984","-122.35971758481755","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","1","moderate","$50.00"
"7420762","8920586","2013-09-18","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.675115557962826","-122.35192201462925","Apartment","Entire home/apt","5","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$90.00"
"4947002","8141738","2013-08-13","within a day","75%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","47.677484109800744","-122.34651807395234","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{Cable TV,Wireless Internet,Kitchen,Heating}","4","2","strict","$151.00"
"3209633","168580","2010-07-16","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.67590171312762","-122.35418590053838","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","flexible","$75.00"
"4395502","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.68253780383455","-122.35450662223877","Apartment","Entire home/apt","6","1.0","1","4","Real Bed","{Cable TV,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials}","1","3","strict","$160.00"
"6992387","28885639","2015-03-06","within a day","100%","100%","t","1","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.67019997174924","-122.3560891231518","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","2","moderate","$189.00"
"9068419","32377507","2015-05-01","within an hour","100%","100%","t","2","['email', 'phone', 'reviews', 'kba']","t","47.66549322706539","-122.34876347811758","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$85.00"
"5029665","6421859","2013-05-16","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.680868379543206","-122.354912285686","House","Entire home/apt","5","2.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","7","moderate","$112.00"
"9229043","47978936","2015-11-02","within a few hours","83%","100%","f","1","['email', 'phone', 'linkedin', 'kba']","t","47.667825100418696","-122.35849303220836","House","Entire home/apt","8","1.5","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Hair Dryer,Iron,Laptop Friendly Workspace}","1","4","flexible","$400.00"
"4084398","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.68049106253779","-122.35560233798832","Apartment","Entire home/apt","4","2.0","2","3","Real Bed","{Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","3","strict","$175.00"
"6577729","16756919","2014-06-13","within an hour","100%","100%","f","3","['email', 'phone', 'reviews', 'jumio']","t","47.68254528372459","-122.3510659315371","Apartment","Entire home/apt","6","1.0","2","5","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","strict","$100.00"
"9199082","46879","2009-10-19","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.67450960247169","-122.35267018803341","House","Entire home/apt","5","2.0","3","4","Real Bed","{TV,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Iron,Laptop Friendly Workspace}","1","2","flexible","$350.00"
"7970663","35246915","2015-06-07","within a day","58%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.668697169009505","-122.34026242818653","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer}","2","1","flexible","$150.00"
"2858482","1356696","2011-10-31","within a day","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","47.68061842034878","-122.35325358410763","House","Private room","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$55.00"
"9715029","35324229","2015-06-08","within a day","50%","N/A","f","1","['email', 'phone', 'reviews']","f","47.67805803484732","-122.36448073784817","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","flexible","$95.00"
"7748866","40733844","2015-08-06","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.667138948932596","-122.35838872871786","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$80.00"
"9739482","19916574","2014-08-12","within a day","68%","100%","f","3","['email', 'phone', 'reviews', 'jumio']","t","47.67870890220993","-122.3642662258282","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Heating,Family/Kid Friendly,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Laptop Friendly Workspace}","2","1","flexible","$50.00"
"5078129","7980977","2013-08-06","within an hour","100%","100%","t","2","['email', 'phone', 'reviews', 'kba']","t","47.66628349623065","-122.34050544402737","House","Entire home/apt","6","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer}","4","1","strict","$95.00"
"2808357","1356696","2011-10-31","within a day","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","47.682358619390584","-122.35237017080404","House","Entire home/apt","7","1.0","3","4","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","3","moderate","$175.00"
"6543677","2745335","2012-06-26","within an hour","100%","100%","t","2","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","47.66881656657538","-122.36050719485716","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Indoor Fireplace,Heating,Washer,Dryer,First Aid Kit,Essentials,Shampoo}","1","2","moderate","$50.00"
"202251","601266","2011-05-18","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.67770465236915","-122.35983885212654","House","Entire home/apt","6","1.0","3","3","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials}","8","3","strict","$190.00"
"8402434","20565615","2014-08-26","within a day","50%","N/A","f","1","['email', 'phone', 'facebook']","f","47.67455802636143","-122.36011756269991","House","Entire home/apt","7","2.5","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","7","flexible","$99.00"
"6438518","32377507","2015-05-01","within an hour","100%","100%","t","2","['email', 'phone', 'reviews', 'kba']","t","47.665866098359245","-122.34862713908888","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","strict","$145.00"
"5444457","1195323","2011-09-22","N/A","N/A","N/A","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.66440913895002","-122.35632452770588","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Heating,Family/Kid Friendly,Washer,Dryer,Shampoo}","1","2","flexible","$90.00"
"7574864","8537839","2013-08-30","within a few hours","100%","N/A","f","1","['email', 'phone', 'reviews', 'kba']","t","47.674052778039254","-122.34892187742884","House","Entire home/apt","8","3.5","4","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","6","1","strict","$349.00"
"2969955","12393299","2014-02-19","within a day","100%","100%","f","1","['email', 'phone', 'reviews']","f","47.67890862254743","-122.36350448503778","Other","Entire home/apt","4","1.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Safety Card,Essentials,Shampoo}","1","2","flexible","$150.00"
"9473312","24892993","2014-12-16","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.676936155205155","-122.34761029262526","House","Entire home/apt","6","1.0","2","3","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Laptop Friendly Workspace}","4","2","moderate","$105.00"
"254340","1336214","2011-10-26","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67716562002255","-122.36169283150076","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","3","3","moderate","$95.00"
"496074","2450062","2012-05-23","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.67804598881192","-122.36042554654243","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","3","moderate","$85.00"
"9217337","47930029","2015-11-01","within an hour","100%","100%","f","1","['email', 'phone', 'google']","f","47.66595566673428","-122.35636808414009","House","Private room","2","1.5","1","1","Real Bed","{Internet,Wireless Internet,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","moderate","$52.00"
"4130102","6281824","2013-05-08","within a day","67%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.68306637325721","-122.34934183156416","House","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","2","flexible","$105.00"
"1256892","6846442","2013-06-10","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67937119710528","-122.35696818678133","Apartment","Entire home/apt","4","1.0","1","1","Futon","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$100.00"
"9348375","24803728","2014-12-13","within an hour","100%","100%","f","1","['email', 'phone']","f","47.666438630557806","-122.35840538630248","House","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Safety Card,Fire Extinguisher,Essentials}","4","20","flexible","$110.00"
"4598160","14418694","2014-04-17","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","47.67180986770782","-122.35042567104104","Apartment","Shared room","2","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Essentials,Shampoo}","1","1","flexible","$67.00"
"6127974","31659671","2015-04-21","within a few hours","70%","100%","f","4","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.68065431633335","-122.35416482758346","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","2","strict","$75.00"
